"full_name","e","a","i","om","w","ma","per_y"
"671294 (2014 JO25)",0.8867,2.066,25.16,30.28,49.91,201.55,2.97
"671970 (2014 QO296)",0.4701,1.835,10.94,193.51,30.72,59.12,2.49
"672457 (2014 UR116)",0.7278,2.07,6.57,5.81,286.96,142.70,2.98
"672745 (2014 WV363)",0.5158,1.846,5.53,77.95,210.03,18.13,2.51
"672881 (2014 XG8)",0.5205,2.089,57.13,258.87,57.12,168.88,3.02
"673011 (2015 AR45)",0.7013,1.385,9.23,114.35,239.63,38.07,1.63
"673566 (2015 DE200)",0.5223,1.189,18.71,320.71,54.02,280.03,1.3
"673675 (2015 FM34)",0.5768,2.082,4.68,140.09,350.50,81.62,3
"673677 (2015 FF37)",0.4157,1.526,15.36,29.16,339.95,215.07,1.88
"674207 (2015 MN66)",0.4525,1.219,17.75,56.87,333.62,251.16,1.35
"674590 (2015 RH2)",0.2666,1.218,5.36,332.38,115.37,210.05,1.34
"674942 (2015 TX143)",0.5526,1.583,8.58,157.47,322.66,119.39,1.99
"675214 (2015 VR1)",0.3686,1.586,19.24,214.30,244.96,132.41,2
"675481 (2015 XL128)",0.7019,2.575,17.93,42.18,161.29,28.02,4.13
"675603 (2015 XE352)",0.3891,1.335,2.05,45.18,225.54,45.42,1.54
"675689 (2015 YA10)",0.6556,1.547,9.55,45.13,302.71,241.55,1.92
"676261 (2016 EE156)",0.8108,2.575,28.90,134.17,175.62,2.38,4.13
"676362 (2016 FG15)",0.6953,2.496,16.64,72.47,183.74,44.43,3.94
"677578 (2017 AV3)",0.5117,1.585,36.48,128.32,193.81,28.08,2
"677579 (2017 AF5)",0.9496,2.48,20.85,323.27,11.22,9.06,3.91
"677600 (2017 BM6)",0.6915,1.744,6.23,43.61,325.16,149.11,2.3
"678010 (2017 FE101)",0.4059,1.474,53.57,187.62,222.45,176.80,1.79
"678263 (2017 QP17)",0.4575,1.147,24.22,252.34,188.89,234.39,1.23
"678413 (2017 SV20)",0.3054,1.303,22.73,110.86,119.66,52.25,1.49
"678715 (2017 VV14)",0.8450,2.24,15.89,77.93,234.76,48.24,3.35
"678899 (2018 AG2)",0.3909,1.551,23.75,159.00,235.77,230.11,1.93
"678927 (2018 BP)",0.3977,1.557,3.33,183.28,216.51,197.14,1.94
"678964 (2018 CC14)",0.5454,2.081,5.89,200.37,343.07,67.29,3
"678976 (2018 EH4)",0.6126,2.06,6.19,2.83,75.23,104.41,2.96
"679337 (2019 AQ4)",0.5328,1.181,46.95,300.90,358.97,9.95,1.28
"679420 (2019 EV2)",0.6576,1.389,66.37,181.11,218.31,208.49,1.64
"679440 (2019 GT2)",0.5108,1.84,6.74,88.38,343.89,158.02,2.5
"679648 (2019 XS)",0.3264,1.006,4.45,49.46,250.47,38.10,1.01
"679655 (2020 BS12)",0.7457,1.49,4.63,311.97,90.29,241.41,1.82
"679656 (2020 BP13)",0.3525,1.568,8.14,208.99,357.32,93.49,1.96
"679657 (2020 BE15)",0.8956,1.61,16.54,164.33,193.46,145.48,2.04
"679757 (2020 KW7)",0.6367,2.108,13.02,107.54,279.15,119.92,3.06
"679786 (2020 QG3)",0.5654,2.089,7.43,186.56,229.76,113.31,3.02
"679814 (2020 TH5)",0.3985,1.425,4.60,175.77,326.46,54.43,1.7
"679885 (2021 NQ5)",0.4937,1.611,1.42,115.35,299.07,166.37,2.05
"688126 (2012 JS17)",0.4198,1.217,15.65,63.97,307.45,354.71,1.34
"688841 (2013 AV60)",0.7321,2.064,7.38,197.60,150.80,7.08,2.97
"690253 (2014 DE80)",0.8251,1.476,26.66,164.75,182.36,63.60,1.79
"696314 (2016 GN206)",0.4718,1.584,20.19,11.78,319.99,356.30,1.99
"696513 (2016 NL56)",0.5450,1.407,4.60,340.90,87.43,270.79,1.67
"699726 (2021 GR12)",0.7394,2.087,13.73,186.81,239.73,132.25,3.02
"709992 (2013 LW28)",0.5868,1.678,30.65,136.27,237.42,21.30,2.17
"710271 (2013 RK96)",0.5042,1.58,11.09,8.71,139.65,170.44,1.99
"712200 (2014 SM143)",0.4226,1.206,24.21,28.81,89.64,153.82,1.32
"719194 (2018 PL23)",0.7870,1.567,14.35,178.29,293.68,341.87,1.96
"719979 (2022 QK204)",0.8419,2.052,34.46,339.64,177.27,284.93,2.94
